CustomerID,FirstName,LastName,Email,Phone,CompanyName,LeadStatus,SalesRep,LastContactDate,Account Number,Sales Region / Territory,Channel
CUST01398,,,lars@,,Smith-Cain 株式会社,,,02-01-2024,ACCT001398,EMEA-North,
CUST01399,,,john@,no phone,Harris-Barnes 技术有限公司,,,11-12-2022,,US-Midwest,Direct
CUST01400,,Zhang,,,Torres-Harris Corp.,###INVALID###,Sharon Young,26-Nov-21,ACCT001400,LATAM-Brazil,
CUST01401,,,,,,New,Shelly Durham,26-08-2024,ACCT001401,APAC-Southeast,Partner
CUST01402,,Lopez,,N-A,###INVALID###,###INVALID###,N-A,08-Jul-21,ACCT001402,LATAM-Brazil,Online
CUST01403,,,satoshi@,N-A,"Hansen, Kirby and Peters & Co.",Converted,Shelly Durham,NULL,,US-Midwest,NULL
CUST01404,,,john.doe@example.com,,,,,,ACCT001404,,Direct
CUST01405,,,emma#nilsson.com,,,,Alexis Hayes,,ACCT001405,EMEA-North,Partner
CUST01406,,,,N-A,Vaughn-Molina & Co.,Qualified,Alexis Hayes,04-Dec-23,ACCT001406,US-East,Partner
CUST01407,,,,,,Converted,###INVALID###,,ACCT001407,EMEA-North,Online
CUST01408,N-A,,chun@,,,Converted,,,ACCT001408,N-A,
CUST01409,,Dubois,marie-jo.dubois@hotmail.com,,"Thomas, Waters and Williams 有限会社",,,18-04-2024,ACCT001409,MEA-Gulf,
CUST01410,,,satoshi.yamamoto@hotmail.com,-,"Garcia, Thompson and Holloway & Co.",New,Sydney Carter,"July 13, 2023",ACCT001410,,NULL
CUST01411,,Zhang,w.zhang@gmail.com,no phone,Sanders LLC & Co.,,,,ACCT001411,US-Midwest,Online
CUST01412,,,j.doe@gmail.com,,"Jacobson, Vaughan and Miller 株式会社",Qualified,,"August 28, 2023",ACCT001412,EMEA-South,Other
CUST01413,,Li,chun_li@yahoo.com,+1-711-614-6292x9758,Chambers-Williams ™,Qualified,Zachary Hamilton,10-11-2021,,APAC-North,
CUST01414,,###INVALID###,james.smith@example.com,,"Morrison, Parker and Murphy 株式会社",New,,31-Jan-21,,Canada-West,
CUST01415,,,,no phone,Stewart Ltd Corp.,,Jennifer Richardson,03-11-2020,ACCT001415,LATAM-Andean,
CUST01416,,Doe,john@,N-A,###INVALID###,###INVALID###,Zachary Hamilton,20-11-2024,ACCT001416,Canada-East,###INVALID###
CUST01417,,Smith,,,Duarte-Wilson 技术有限公司,,Dr. Joseph Nguyen,2023 January 16,,###INVALID###,Direct
CUST01418,,Zhang,,,,Qualified,Jennifer Richardson,04-04-2024,,N-A,NULL
CUST01419,,,yuki@domain.fake,,Davis-Livingston ™,,William Edwards,"January 11, 2025",ACCT001419,EMEA-South,Partner
CUST01420,,Tanaka,yuki@domain.fake,,"James, Mcdaniel and Lindsey & Co.",,Tammy Hudson,2022 September 08,ACCT001420,Canada-West,
CUST01421,,Yamamoto,,N-A,Green Inc 技术有限公司,Converted,Shelly Durham,18-02-2023,ACCT001421,,Direct
CUST01422,,Hansen,,-,Larsen-Rhodes & Co.,Contacted,,23-02-2025,,US-East,Other
CUST01423,,Lopez,a.lopez@gmail.com,no phone,Wells Group Corp.,,,,ACCT001423,Canada-East,
CUST01424,,Tanaka,yuki@,,Sanders Ltd 技术有限公司,Converted,Bobby Williams DDS,13-08-2024,###INVALID###,LATAM-Brazil,Direct
CUST01425,,,ana_lopez@yahoo.com,,"Arnold, Jacobs and Jacobs Corp.",Converted,,2023 October 26,ACCT001425,EMEA-South,
CUST01426,N-A,Hansen,lars@domain.fake,,Jackson-Hoover 技术有限公司,,Jennifer Richardson,NULL,ACCT001426,Global-Strategic,
CUST01427,,,,,"Cummings, Freeman and Caldwell 有限会社",New,Martin Mckay,,,APAC-Southeast,###INVALID###
CUST01428,,Tanaka,,,,empty,Emily Sherman,2023 February 24,ACCT001428,Canada-East,Online
CUST01429,,Smith,,N-A,Howe Inc Corp.,,Shelly Durham,,ACCT001429,,
CUST01430,###INVALID###,Hansen,,005-502-4665x8993,Lyons Group Corp.,,Sandy Elliott,,,EMEA-North,Partner
CUST01431,,Nilsson,emma.nilsson@gmail.com,-,Williams-Clarke 有限会社,Converted,Jennifer Richardson,09-09-2020,,,Direct
CUST01432,,Smith,j.smith@gmail.com,,Young Group & Co.,,,14-01-2024,ACCT001432,Canada-West,Direct
CUST01433,,Tanaka,y.tanaka@gmail.com,,N-A,Converted,,2023 December 21,ACCT001433,###INVALID###,
CUST01434,,,,,Nelson LLC 株式会社,Converted,,01-03-2025,ACCT001434,LATAM-Brazil,
CUST01435,,Dubois,marie-jo#dubois.com,,"Colon, Johnson and Miller 株式会社",,###INVALID###,###INVALID###,,US-Midwest,Other
CUST01436,,Hansen,,-,"Morris, Blackwell and Christensen 有限会社",Qualified,Patricia Roberts,19-08-2021,ACCT001436,N-A,Online
CUST01437,###INVALID###,Yamamoto,,,,,,2025 April 20,,,Online
CUST01438,,Dubois,marie-jo@domain.fake,###INVALID###,"Mccann, Barnes and Green & Co.",New,Zachary Hamilton,,ACCT001438,MEA-Gulf,Direct
CUST01439,,,wei@domain.fake,###INVALID###,,Qualified,Zachary Hamilton,11-10-2022,ACCT001439,US-West,Direct
CUST01440,,,marie-jo.dubois@hotmail.com,,Brown-Gilbert Corp.,Qualified,Sharon Young,01-03-2023,ACCT001440,APAC-North,Direct
CUST01441,N-A,Li,,,N-A,Qualified,Alexis Hayes,###INVALID###,ACCT001441,Global-Strategic,Online
CUST01442,,Tanaka,yuki_tanaka@yahoo.com,812-582-1157x37134,"Bell, Yoder and Armstrong 有限会社",Contacted,###INVALID###,"February 04, 2024",ACCT001442,###INVALID###,
CUST01443,,Hansen,lars@,-,"Henry, Carroll and Reilly 株式会社",Converted,Emily Sherman,02-10-2024,ACCT001443,Canada-West,
CUST01444,,Doe,john#doe.com,no phone,"Keith, Carroll and Barton 有限会社",Lost,John Smith,04-Aug-22,,Canada-East,###INVALID###
CUST01445,,Smith,,N-A,"Gonzalez, Stewart and Hunt & Co.",Contacted,,,ACCT001445,APAC-Southeast,
CUST01446,,Doe,###INVALID###,,Harris LLC 有限会社,,Sharon Young,28-Aug-21,###INVALID###,LATAM-Andean,Partner
CUST01447,,Doe,,,"Knapp, Roberts and Greene 技术有限公司",New,Phillip Webb,,ACCT001447,EMEA-South,Direct
CUST01448,,Lopez,,no phone,Baker-Mcknight 有限会社,empty,Sheila Howe,02-08-2022,ACCT001448,Global-Strategic,
CUST01449,,Dubois,marie-jo_dubois@yahoo.com,N-A,Obrien-Willis ™,,Tammy Hudson,,,US-West,Direct
CUST01450,,Hansen,lars@domain.fake,-,Webb LLC ™,Converted,N-A,30-11-2023,ACCT001450,EMEA-North,Partner
CUST01451,,,,,Mcmillan-Shaw 技术有限公司,,Sheila Howe,,ACCT001451,,Other
CUST01452,,Dubois,,,,New,Zachary Hamilton,###INVALID###,ACCT001452,LATAM-Andean,Direct
CUST01453,,Li,c.li@gmail.com,,N-A,Contacted,,06-01-2023,ACCT001453,APAC-North,Direct
CUST01454,,,###INVALID###,###INVALID###,Campbell-Johnson 技术有限公司,New,,12-02-2021,ACCT001454,EMEA-North,Online
CUST01455,,,,no phone,,Contacted,Shelly Durham,30-Dec-23,ACCT001455,LATAM-Brazil,
CUST01456,,,satoshi.yamamoto@example.com,,Banks-Alvarez 株式会社,,,2025 February 02,ACCT001456,Canada-West,
CUST01457,,Dubois,marie-jo_dubois@yahoo.com,6275541697,Nolan-Kramer 技术有限公司,Lost,Bobby Williams DDS,06-12-2022,,,Online
CUST01458,,Yamamoto,satoshi_yamamoto@yahoo.com,N-A,Lawson-Warren & Co.,,###INVALID###,###INVALID###,ACCT001458,APAC-North,
CUST01459,,Dubois,,(867)618-9661x8939,,Converted,Sydney Carter,15-09-2022,,,Direct
CUST01460,,,s.yamamoto@gmail.com,,Miller-Ramos Corp.,Lost,Jennifer Richardson,29-Sep-24,,N-A,Other
CUST01461,,Zhang,,no phone,,Lost,,2023 April 13,ACCT001461,US-East,Online
CUST01462,,Doe,john@domain.fake,,"Ochoa, Diaz and Vazquez ™",Lost,Stephanie Rogers,"October 19, 2021",ACCT001462,EMEA-South,Partner
CUST01463,,Doe,,(120)644-4534x296,Rodriguez Inc & Co.,Lost,,08-05-2021,ACCT001463,US-Midwest,
CUST01464,,N-A,wei#zhang.com,,Reynolds Inc ™,,Dr. Joseph Nguyen,25-04-2022,ACCT001464,N-A,Partner
CUST01465,,Tanaka,yuki.tanaka@gmail.com,N-A,Petersen-Parks ™,Qualified,Sheila Howe,,ACCT001465,Canada-East,Direct
CUST01466,,,,,,,Shelly Durham,19-Nov-20,ACCT001466,###INVALID###,
CUST01467,,,,,,Converted,Phillip Webb,NULL,,MEA-Gulf,
CUST01468,,,NULL,###INVALID###,Garcia-Jackson Corp.,Qualified,,11-11-2022,ACCT001468,APAC-North,Other
CUST01469,,Dubois,marie-jo@domain.fake,,,Converted,Sandy Elliott,20-02-2022,ACCT001469,Global-Strategic,
CUST01470,N-A,Smith,james@,,Nielsen-Townsend 技术有限公司,Converted,John Smith,2020 November 25,NULL,MEA-Gulf,
CUST01471,,Li,,-,,,Phillip Webb,,ACCT001471,US-Midwest,Partner
CUST01472,,Yamamoto,satoshi_yamamoto@yahoo.com,,,Qualified,Tammy Hudson,20-08-2021,,,###INVALID###
CUST01473,,Yamamoto,,no phone,Boone-Wilson ™,Converted,,###INVALID###,ACCT001473,APAC-Southeast,Other
CUST01474,,Lopez,ana.lopez@gmail.com,,,New,Emily Sherman,,ACCT001474,,Online
CUST01475,,N-A,chun@domain.fake,N-A,"Miller, Moore and Garcia & Co.",,Tammy Hudson,,,,Direct
CUST01476,,Lopez,###INVALID###,,"Hill, Becker and Mccoy 技术有限公司",,Zachary Hamilton,,ACCT001476,Canada-West,
CUST01477,,Li,,N-A,"Barber, Baldwin and Mcneil & Co.",,William Edwards,,ACCT001477,US-Midwest,
CUST01478,,Smith,j.smith@gmail.com,no phone,Farrell Group 株式会社,Converted,Shelly Durham,,###INVALID###,US-West,###INVALID###
CUST01479,,Doe,,+1-906-346-4497x8850,Murphy PLC 有限会社,,Phillip Webb,19-02-2023,###INVALID###,LATAM-Brazil,Online
CUST01480,,Hansen,lars@,,,,Jennifer Richardson,22-01-2021,,EMEA-North,Partner
CUST01481,,Lopez,,,Santana-Griffin & Co.,Contacted,John Smith,NULL,ACCT001481,,Other
CUST01482,,,,-,,Qualified,###INVALID###,02-05-2023,,LATAM-Brazil,Direct
CUST01483,,,yuki.tanaka@gmail.com,,,Lost,Tammy Hudson,###INVALID###,,,Direct
CUST01484,,Smith,james.smith@example.com,,Mata and Sons 株式会社,Qualified,Stephanie Rogers,"November 17, 2022",ACCT001484,N-A,
CUST01485,,Smith,,,Crawford PLC 株式会社,Qualified,Vanessa Cunningham,2023 March 29,ACCT001485,,Online
CUST01486,,Tanaka,,,Kennedy-Johnson 技术有限公司,,Karen Jones,,ACCT001486,EMEA-South,
CUST01487,,Li,,N-A,Davis-Romero Corp.,Qualified,Sharon Young,17-04-2023,,,NULL
CUST01488,,Hansen,NULL,,"Williamson, Taylor and Brown & Co.",,Sheila Howe,11-07-2024,ACCT001488,EMEA-South,Direct
CUST01489,,Lopez,,-,Fisher Group 株式会社,Converted,,17-05-2021,ACCT001489,EMEA-North,
CUST01490,,Zhang,wei@,,Morris Inc ™,empty,Phillip Webb,"September 23, 2020",ACCT001490,EMEA-North,
CUST01491,,Zhang,wei_zhang@yahoo.com,-,"Rodriguez, Hill and Davis 株式会社",Qualified,Patricia Roberts,2022 October 15,ACCT001491,Canada-West,Online
CUST01492,,Yamamoto,satoshi#yamamoto.com,,Little-Thompson ™,,,,,Global-Strategic,Partner
CUST01493,,,,,,Qualified,,24-08-2024,ACCT001493,LATAM-Andean,Direct
CUST01494,,,marie-jo.dubois@gmail.com,001-997-024-5756,Mills-Elliott 技术有限公司,,Stephanie Rogers,14-Apr-23,,Global-Strategic,
CUST01495,,,,,###INVALID###,Lost,Zachary Hamilton,"December 27, 2023",ACCT001495,LATAM-Andean,
CUST01496,,,,,Nguyen PLC Corp.,,,24-01-2023,ACCT001496,MEA-Gulf,
CUST01497,,Smith,james.smith@hotmail.com,,Burch-Shepherd 有限会社,Qualified,Phillip Webb,"January 20, 2022",,US-East,Online
CUST01498,,Hansen,lars.hansen@example.com,,Vargas-Johnson & Co.,Qualified,Sharon Young,28-06-2021,ACCT001498,MEA-Gulf,
CUST01499,N-A,Li,NULL,,Williams-Parker 技术有限公司,Contacted,Bobby Williams DDS,06-03-2025,ACCT001499,Global-Strategic,Online
CUST01500,,Dubois,marie-jo@domain.fake,001-698-276-3955x0184,"West, Gonzalez and Henderson ™",Converted,Phillip Webb,,,MEA-Gulf,
CUST01501,,,,,Bryant-Jacobs 株式会社,Contacted,Vanessa Cunningham,###INVALID###,,LATAM-Andean,Direct
CUST01502,N-A,Lopez,ana.lopez@hotmail.com,,Collins Inc 有限会社,Converted,Bobby Williams DDS,###INVALID###,,APAC-North,Direct
CUST01503,,Nilsson,emma@,no phone,,Qualified,,07-02-2022,,,
CUST01504,,Smith,james@domain.fake,,,,Zachary Hamilton,,ACCT001504,LATAM-Brazil,
CUST01505,,Lopez,,,"White, Gilbert and Levy & Co.",,,,ACCT001505,MEA-Gulf,
CUST01506,,Doe,,,Berry-Patel ™,Contacted,N-A,NULL,###INVALID###,,
CUST01507,,Smith,james@domain.fake,073.860.2286x418,"Zimmerman, Jones and Serrano 有限会社",,,"May 25, 2024",ACCT001507,US-West,Direct
CUST01508,,,ana.lopez@example.com,,Mendoza-Johnson & Co.,Qualified,Shelly Durham,14-08-2020,,US-Midwest,
CUST01509,,,,N-A,,,,,ACCT001509,EMEA-North,
CUST01510,,Yamamoto,satoshi@domain.fake,,,New,Sharon Young,###INVALID###,ACCT001510,###INVALID###,Partner
CUST01511,,,,,"Hall, Brown and Brown 技术有限公司",Converted,,2024 August 07,ACCT001511,,Other
CUST01512,,Smith,james.smith@example.com,(528)192-4448x8118,"Banks, Baker and Brown & Co.",Lost,Patricia Roberts,19-01-2024,,Canada-West,Other
CUST01513,,Hansen,lars@domain.fake,-,"Gomez, Smith and Cross 有限会社",New,Bobby Williams DDS,,,,
CUST01514,,,,(092)177-1572x7201,"Miranda, Byrd and Peck ™",New,,15-11-2024,ACCT001514,EMEA-North,###INVALID###
CUST01515,,Nilsson,emma.nilsson@example.com,no phone,N-A,Lost,Shelly Durham,,ACCT001515,Canada-West,Other
CUST01516,,Zhang,,###INVALID###,Moreno and Sons & Co.,,Phillip Webb,17-05-2020,ACCT001516,Canada-West,Online
CUST01517,,,chun_li@yahoo.com,N-A,Smith-Nelson 株式会社,,Jennifer Richardson,,ACCT001517,US-Midwest,Partner
CUST01518,,Li,,(115)023-9941,Banks-Barry 株式会社,Qualified,,28-04-2024,ACCT001518,APAC-Southeast,Direct
CUST01519,,Dubois,marie-jo.dubois@gmail.com,,,Converted,Tammy Hudson,,ACCT001519,,
CUST01520,,Nilsson,emma#nilsson.com,,,Contacted,Sharon Young,10-Nov-24,ACCT001520,US-East,Online
CUST01521,,###INVALID###,marie-jo.dubois@gmail.com,no phone,"Fritz, Ramsey and Washington 株式会社",Converted,Tammy Hudson,16-09-2022,NULL,,
CUST01522,,,yuki#tanaka.com,-,,Contacted,###INVALID###,30-Jan-21,,,Direct
CUST01523,,Doe,,527-684-0987,Anderson Inc ™,,,2024 October 24,ACCT001523,,Online
CUST01524,,,chun_li@yahoo.com,N-A,,,Shelly Durham,"July 15, 2020",,,Direct
CUST01525,,Tanaka,yuki.tanaka@hotmail.com,N-A,Hernandez-Webb 有限会社,Contacted,Sharon Young,,ACCT001525,N-A,Direct
CUST01526,,Yamamoto,satoshi.yamamoto@hotmail.com,###INVALID###,Wyatt and Sons 技术有限公司,,,23-Nov-23,,US-Midwest,Partner
CUST01527,,N-A,,no phone,,Lost,Zachary Hamilton,08-Jul-20,ACCT001527,EMEA-North,
CUST01528,,,satoshi.yamamoto@example.com,,,,Alexis Hayes,,ACCT001528,US-Midwest,Partner
CUST01529,,Lopez,ana.lopez@hotmail.com,,,New,Tammy Hudson,17-03-2021,NULL,,
CUST01530,,,john_doe@yahoo.com,,,,Alexis Hayes,,ACCT001530,US-Midwest,Other
CUST01531,,Yamamoto,###INVALID###,,"Cole, Collins and Davis ™",Qualified,Patricia Roberts,20-11-2023,ACCT001531,,
CUST01532,,,marie-jo@domain.fake,###INVALID###,Gonzales-Hodge & Co.,Converted,,,###INVALID###,EMEA-North,
CUST01533,,,marie-jo_dubois@yahoo.com,N-A,"Webb, Rubio and Howard ™",Lost,Jennifer Richardson,2024 January 13,ACCT001533,LATAM-Andean,
CUST01534,,,m.dubois@gmail.com,no phone,Le-Fletcher ™,,Sheila Howe,01-04-2021,,Canada-East,Partner
CUST01535,,###INVALID###,marie-jo.dubois@example.com,-,Nelson Group Corp.,Lost,Sandy Elliott,"August 20, 2020",ACCT001535,LATAM-Brazil,Online
CUST01536,,N-A,,,,Qualified,Phillip Webb,14-04-2021,,US-Midwest,Partner
CUST01537,,,,###INVALID###,"Brown, Waters and Lee Corp.",,Vanessa Cunningham,,ACCT001537,US-East,
CUST01538,,,,,"Flores, Stuart and Smith 株式会社",Qualified,Sandy Elliott,21-Oct-20,,,Direct
CUST01539,,Dubois,marie-jo@,no phone,Mendez-Brown & Co.,Qualified,,19-10-2021,ACCT001539,MEA-Gulf,Direct
CUST01540,,Li,c.li@gmail.com,no phone,Pearson Group Corp.,Qualified,,2023 June 06,,,
CUST01541,,Nilsson,,,Whitaker-Howell Corp.,Converted,John Smith,16-07-2022,ACCT001541,LATAM-Brazil,
CUST01542,,,,,"Reed, Hurley and Brown & Co.",Converted,Sandy Elliott,###INVALID###,ACCT001542,Canada-West,Online
CUST01543,,,lars.hansen@example.com,,N-A,,Emily Sherman,,ACCT001543,LATAM-Andean,Other
CUST01544,,Nilsson,emma#nilsson.com,no phone,,Lost,,09-12-2021,ACCT001544,,Partner
CUST01545,,Tanaka,,N-A,Webb-Santos Corp.,,Sydney Carter,,ACCT001545,,
CUST01546,,,john#doe.com,###INVALID###,,Qualified,,,ACCT001546,APAC-North,Other
CUST01547,,,,,Valdez Ltd & Co.,empty,Patricia Roberts,04-02-2025,ACCT001547,Global-Strategic,Partner
CUST01548,###INVALID###,Hansen,lars.hansen@gmail.com,,Garcia and Sons ™,Contacted,,,,,Online
CUST01549,,Yamamoto,,,Reynolds-Noble 有限会社,Lost,Vanessa Cunningham,23-10-2022,ACCT001549,,
CUST01550,,Li,chun.li@hotmail.com,,,empty,,11-04-2021,ACCT001550,Canada-West,Online
CUST01551,,###INVALID###,satoshi.yamamoto@example.com,,,,Phillip Webb,"July 14, 2020",ACCT001551,Canada-West,Direct
CUST01552,,###INVALID###,satoshi#yamamoto.com,,Chavez Inc 株式会社,,,"July 29, 2021",ACCT001552,US-West,###INVALID###
CUST01553,,Hansen,l.hansen@gmail.com,,,Contacted,,,ACCT001553,US-West,Direct
CUST01554,,,,-1940,"Smith, Brown and Harper 有限会社",Lost,Sandy Elliott,31-12-2023,ACCT001554,Global-Strategic,Direct
CUST01555,,,,,"Gardner, King and Kaufman 株式会社",Lost,Shelly Durham,,ACCT001555,,
CUST01556,,Yamamoto,satoshi.yamamoto@hotmail.com,,Lopez Inc 有限会社,Contacted,###INVALID###,2024 March 25,###INVALID###,MEA-Gulf,
CUST01557,###INVALID###,Nilsson,emma.nilsson@gmail.com,,"Green, Gates and Trevino ™",New,William Edwards,,ACCT001557,MEA-Gulf,
CUST01558,,Smith,,N-A,Poole-Winters 技术有限公司,,William Edwards,,ACCT001558,Global-Strategic,
CUST01559,,Dubois,###INVALID###,,Burns-Hernandez & Co.,Converted,N-A,22-06-2023,ACCT001559,,Direct
CUST01560,,,s.yamamoto@gmail.com,,Bailey-Salinas Corp.,Contacted,,"October 19, 2024",ACCT001560,Global-Strategic,NULL
CUST01561,,,,no phone,"Perez, Cox and Simpson 株式会社",,,,ACCT001561,,NULL
CUST01562,,Nilsson,,,"Santos, Lucero and Wheeler ™",Qualified,Phillip Webb,###INVALID###,ACCT001562,,###INVALID###
CUST01563,,Doe,,-,Brewer and Sons Corp.,,Shelly Durham,03-10-2024,###INVALID###,LATAM-Andean,Partner
CUST01564,,Zhang,,,N-A,Lost,Phillip Webb,29-06-2021,ACCT001564,,###INVALID###
CUST01565,,Nilsson,,,Murray Inc 株式会社,Qualified,Alexis Hayes,###INVALID###,ACCT001565,US-East,NULL
CUST01566,,,lars@domain.fake,no phone,Anderson Group ™,,,13-Sep-24,ACCT001566,LATAM-Andean,Online
CUST01567,,Yamamoto,satoshi.yamamoto@example.com,,Morales-Roman & Co.,Qualified,Sheila Howe,2022 November 20,ACCT001567,###INVALID###,
CUST01568,,,,,Johnston-Harris & Co.,Contacted,Bobby Williams DDS,,,LATAM-Andean,
CUST01569,,Tanaka,NULL,-,Williams Group 技术有限公司,Converted,Emily Sherman,,ACCT001569,LATAM-Brazil,Online
CUST01570,,Yamamoto,,,N-A,Lost,###INVALID###,###INVALID###,ACCT001570,APAC-Southeast,
CUST01571,,,,###INVALID###,,New,Dr. Joseph Nguyen,27-Jul-23,ACCT001571,MEA-Gulf,Direct
CUST01572,,Lopez,ana.lopez@example.com,,N-A,,,06-05-2021,ACCT001572,LATAM-Andean,
CUST01573,,Lopez,ana_lopez@yahoo.com,,,,Vanessa Cunningham,"August 09, 2020",,APAC-Southeast,Partner
CUST01574,,Lopez,,001-371-809-6270,Alexander LLC Corp.,Lost,Sandy Elliott,14-Feb-24,ACCT001574,LATAM-Brazil,Direct
CUST01575,,Smith,,,Gaines Inc 有限会社,Converted,,19-Jan-22,,EMEA-North,
CUST01576,,,,654-403-4037x7743,"Gill, Ortiz and Robinson 株式会社",Qualified,,,ACCT001576,LATAM-Andean,
CUST01577,,Doe,john.doe@example.com,,Thomas Inc & Co.,New,Jennifer Richardson,14-12-2024,ACCT001577,EMEA-South,Direct
CUST01578,,,,,Johnson-Zimmerman ™,Contacted,Zachary Hamilton,25-09-2022,,EMEA-South,Partner
CUST01579,,Tanaka,yuki@,,N-A,,Sharon Young,04-02-2022,ACCT001579,APAC-Southeast,
CUST01580,,N-A,wei@,,"Brown, Miller and Hall 有限会社",Converted,Tammy Hudson,23-Sep-24,ACCT001580,,
CUST01581,,Zhang,,N-A,Alexander-Bryant 株式会社,Contacted,,14-Sep-24,ACCT001581,,Partner
CUST01582,,Lopez,,,,Contacted,Sharon Young,20-06-2020,,###INVALID###,Online
CUST01583,,Lopez,ana@,-,Howard-Hampton ™,Converted,,06-10-2021,ACCT001583,EMEA-South,Online
CUST01584,N-A,,,,"Garza, Glass and Floyd 有限会社",Contacted,Emily Sherman,13-Aug-20,ACCT001584,US-Midwest,Partner
CUST01585,,Doe,,N-A,"Fowler, Carter and Sullivan 技术有限公司",Qualified,,,ACCT001585,LATAM-Brazil,Partner
CUST01586,,Tanaka,,,,###INVALID###,Shelly Durham,14-02-2024,ACCT001586,,Partner
CUST01587,,Lopez,,+1-833-035-5886x9191,Decker-Brown ™,Lost,,,ACCT001587,,Partner
CUST01588,,,,N-A,,Contacted,,"January 04, 2023",ACCT001588,N-A,Direct
CUST01589,,,###INVALID###,,Stevens Group 有限会社,Converted,Sharon Young,"June 21, 2022",ACCT001589,Canada-East,
CUST01590,,###INVALID###,,no phone,Hester-Camacho Corp.,New,Sheila Howe,,ACCT001590,US-Midwest,Direct
CUST01591,,Hansen,lars@,,"York, Garrett and Moreno & Co.",New,,27-07-2022,ACCT001591,Canada-East,Other
CUST01592,,###INVALID###,lars@domain.fake,,"Eaton, Ward and Waller ™",,Sandy Elliott,22-02-2021,###INVALID###,Canada-West,Partner
CUST01593,,Nilsson,emma@,,Smith Ltd & Co.,,Stephanie Rogers,,ACCT001593,US-Midwest,Direct
CUST01594,,Zhang,,,,empty,William Edwards,12-04-2024,ACCT001594,APAC-Southeast,Direct
CUST01595,,Zhang,,,N-A,Qualified,,10-07-2020,,Canada-West,Partner
CUST01596,,Hansen,l.hansen@gmail.com,,,,Jennifer Richardson,NULL,ACCT001596,EMEA-South,Direct
CUST01597,,Hansen,,,"Hughes, King and Olson 株式会社",Contacted,,,ACCT001597,Global-Strategic,
CUST01598,,,john#doe.com,,Williams-Beck & Co.,Contacted,,,ACCT001598,N-A,Online
CUST01599,,,emma@,-,,Lost,Dr. Joseph Nguyen,17-11-2023,ACCT001599,Canada-East,Partner
CUST01600,,,,,###INVALID###,,,###INVALID###,ACCT001600,US-West,
CUST01601,,Nilsson,emma@,-,Howard LLC ™,Contacted,,,ACCT001601,,
CUST01602,,Smith,###INVALID###,,N-A,Contacted,,,,,Online
CUST01603,,Smith,james@domain.fake,,,Contacted,Tammy Hudson,,ACCT001603,EMEA-South,
CUST01604,,,john.doe@hotmail.com,N-A,Gordon LLC Corp.,,Sydney Carter,,,,
CUST01605,,Doe,john_doe@yahoo.com,,Smith-Mitchell Corp.,,Dr. Joseph Nguyen,27-11-2024,ACCT001605,EMEA-South,NULL
CUST01606,,Hansen,,,Pham LLC Corp.,,Emily Sherman,30-06-2022,ACCT001606,LATAM-Andean,
CUST01607,,Smith,james@,N-A,Curry-Fisher 技术有限公司,,,"March 12, 2021",,Canada-West,Direct
CUST01608,,Li,,,Walsh-Murphy & Co.,Lost,Sharon Young,2021 March 18,ACCT001608,APAC-Southeast,NULL
CUST01609,,Smith,,,,New,,###INVALID###,ACCT001609,US-East,
CUST01610,,Nilsson,emma.nilsson@gmail.com,,"Thompson, Ramirez and Marsh Corp.",,,03-03-2022,ACCT001610,,Direct
CUST01611,,,###INVALID###,,"Bowen, Atkins and Anderson 技术有限公司",Lost,Sandy Elliott,,ACCT001611,LATAM-Andean,Direct
CUST01612,,Nilsson,,no phone,"Hill, Blankenship and Park ™",Converted,,27-01-2025,NULL,,
CUST01613,,,y.tanaka@gmail.com,-,Caldwell Ltd Corp.,,Zachary Hamilton,,,US-West,Direct
CUST01614,,Hansen,,N-A,,,Sheila Howe,24-May-23,NULL,,Partner
CUST01615,,,,,Oliver-Hodge & Co.,,John Smith,10-09-2024,ACCT001615,US-East,
CUST01616,,,NULL,,Callahan LLC 技术有限公司,,Zachary Hamilton,,ACCT001616,EMEA-North,
CUST01617,,,chun@,###INVALID###,,Contacted,,"June 26, 2020",ACCT001617,LATAM-Andean,Direct
CUST01618,,,,-,Harris Inc 技术有限公司,,,23-Jul-23,ACCT001618,US-East,Direct
CUST01619,,Smith,james.smith@hotmail.com,,Pacheco PLC 技术有限公司,Contacted,Karen Jones,25-05-2020,ACCT001619,###INVALID###,Direct
CUST01620,,Tanaka,,-,,Contacted,,31-Aug-20,ACCT001620,APAC-North,
CUST01621,,,lars.hansen@gmail.com,,"Harris, Nguyen and Thomas ™",,Sharon Young,###INVALID###,ACCT001621,MEA-Gulf,Direct
CUST01622,,Doe,,N-A,"Wallace, Larsen and Rodriguez 技术有限公司",Qualified,Sydney Carter,,###INVALID###,US-West,
CUST01623,N-A,Dubois,NULL,no phone,Foster Group ™,Lost,William Edwards,,ACCT001623,###INVALID###,
CUST01624,,,,-,,New,Emily Sherman,23-12-2020,,US-Midwest,Direct
CUST01625,,,john_doe@yahoo.com,-,,Converted,N-A,19-Aug-24,ACCT001625,EMEA-North,Direct
CUST01626,,Yamamoto,satoshi.yamamoto@example.com,no phone,,Contacted,Shelly Durham,2022 April 09,,LATAM-Brazil,Direct
CUST01627,,Doe,john@domain.fake,no phone,###INVALID###,,Sydney Carter,,,US-Midwest,Online
CUST01628,,Doe,john.doe@hotmail.com,,,,Jennifer Richardson,28-05-2021,ACCT001628,US-West,Direct
CUST01629,,Yamamoto,satoshi@domain.fake,,Baker-Williams 株式会社,New,,09-07-2023,ACCT001629,,Direct
