CustomerID,Product,Quantity,PurchaseDate,UnitPrice,Account Number,Billing Address,Shipping Address,Country / Region,Postal Code / ZIP,State / Province,City,Payment Terms,Credit Limit,Tax ID / VAT Number,Currency,Bank Account Details,Preferred Payment Method
CUST01144,,6.0,2023/10/16,,ACCT001144,7280 Gonzalez Fort Suite 361,5966 Adams Island Suite 573,Trinidad and Tobago,,,Port Karen,,77082.0,,GBP,,
CUST01145,,9.0,,1048.95,ACCT001145,9499 Robert Passage Suite 765,51303 Amy Rue Apt. 799,Nicaragua,68759.0,NE,New Rebecca,Due on Receipt,,,USD,TABU73791973582942,PayPal
CUST01146,Monitor,3.0,,1001.92,empty,64907 Guzman Stravenue,36188 Joseph Avenue,,3348.0,AL,,Net 30,54962.0,,EUR,###INVALID###,###INVALID###
CUST01147,,9.0,22/11/2024,723.86,ACCT001147,716 Michael Divide Apt. 507,4815 Olson Shoals,Denmark,,,West Vanessatown,,72891.0,NW5658591,USD,,Credit Card
CUST01148,Tablet,8.0,2024-03-18,465.62,,39913 Cody Mall,9863 James Ridge,,72895.0,,empty,,,XT0578325,EUR,BYUJ15877469614804,Bank Transfer
CUST01149,Mouse,,08 August 2024,916.79,ACCT001149,###INVALID###,,Dominican Republic,,###INVALID###,,Net 60,58108.0,,,QYUL49905154654714,Bank Transfer
CUST01150,,,2021 June 22,975.69,,260 Kim Mountain,906 Garcia Wall,Canada,11795.0,IA,,Net 30,26993.0,RQ4768975,,DOYC17723273785277,
CUST01151,,5.0,,,ACCT001151,,,###INVALID###,92621.0,,,Net 60,22469.0,Rw3863364,,KJAB95284030166912,Credit Card
CUST01152,N-A,10.0,30-08-2020,1175.8,ACCT001152,N-A,,Canada,24450.0,WA,Lake Ariel,Due on Receipt,34975.0,BH7893642,INR,LHVZ70481577682015,
CUST01153,Keyboard,1.0,17/10/2022,###INVALID###,,156 Smith Turnpike Suite 355,5090 Tyler Squares,Tuvalu,19668.0,CA,Davidville,,41730.0,,INR,RITZ92873502336557,Bank Transfer
CUST01154,Printer,8.0,###INVALID###,,ACCT001154,84361 Deborah Lodge,1075 Brown Canyon Apt. 879,Panama,,CA,Davidsonton,Net 60,###INVALID###,Mo8766698,INR,WIWX04492214793516,PayPal
CUST01155,Phone,6.0,15 July 2021,96.88,,05615 Watson Village,825 Melissa Ridges Apt. 946,Jordan,,NV,Jacksonview,Due on Receipt,,,,,
CUST01156,Laptop,7.0,,1187.68,ACCT001156,,,,5032.0,MT,Katelyntown,Net 30,34854.0,AV8933993,GBP,DAIL32874377666294,
CUST01157,Tablet,9.0,2021/04/23,,ACCT001157,3372 Frey Track,29350 Parrish Village,Afghanistan,68920.0,MO,,Net 30,90870.0,Kt1941081,EUR,,
CUST01158,Printer,,"November 21, 2021",,,79236 Laurie Trace Apt. 268,907 Renee Flats Suite 977,Angola,,ME,,,###INVALID###,bU1309577,EUR,,PayPal
CUST01159,,6.0,2022-02-24,1436.11,ACCT001159,,9977 Luke Crossing Apt. 527,Morocco,88215.0,CT,New Justinside,Net 30,41109.0,AX7418699,,TQFB23717299596702,Bank Transfer
CUST01160,###INVALID###,7.0,,562.42,ACCT001160,3906 Shawn Brooks,3207 Young Vista Apt. 478,Oman,57868.0,UT,Davidhaven,Due on Receipt,96195.0,Sd3370751,USD,,
CUST01161,Printer,4.0,07 July 2021,132.77,ACCT001161,###INVALID###,###INVALID###,Heard Island and McDonald Islands,,TX,South Amy,,47697.0,,GBP,,Bank Transfer
CUST01162,###INVALID###,6.0,,565.52,ACCT001162,37377 Susan Dam Apt. 252,594 Kimberly Extensions Apt. 589,Tonga,35526.0,AL,East Sara,Net 60,,YU8148105,GBP,,###INVALID###
CUST01163,Laptop,10.0,21-03-2023,826.05,###INVALID###,0196 Fisher Fields,38277 Harris Street,United States Minor Outlying Islands,35484.0,,,Due on Receipt,68757.0,wM1443347,USD,JDFK48314825736739,
CUST01164,Mouse,###INVALID###,2022 February 20,580.14,,,122 Rasmussen Islands Apt. 168,Antarctica (the territory South of 60 deg S),83524.0,###INVALID###,North Tonyborough,Due on Receipt,36716.0,cU4218709,GBP,###INVALID###,Credit Card
CUST01165,,,18 October 2021,,ACCT001165,809 Green Locks,539 Troy Tunnel,,,GA,,###INVALID###,33767.0,Mg7906871,,QJHT39605394887251,Credit Card
CUST01166,,6.0,2024-05-03,1248.0,ACCT001166,,,,,WI,,,91817.0,OM4856813,USD,HFVP66558707559994,
CUST01167,Tablet,6.0,29-12-2024,790.53,,7348 York Corners Apt. 382,,American Samoa,5381.0,,,,86278.0,Da8488912,EUR,LHJB24802648016313,
CUST01168,Phone,6.0,20 January 2021,,ACCT001168,N-A,474 Christopher Fords Suite 672,,14868.0,,Wardville,Due on Receipt,78036.0,gn4919824,EUR,CXIZ16982909629843,###INVALID###
CUST01169,,8.0,###INVALID###,,,25652 Castro Junctions Apt. 977,4726 Gabriella Circle Apt. 767,Peru,###INVALID###,FL,,Due on Receipt,,###INVALID###,###INVALID###,NGSO77722011404002,Bank Transfer
CUST01170,Keyboard,,,1091.38,ACCT001170,33369 Nelson Views Suite 606,311 Tyler Station Apt. 484,Argentina,23455.0,SD,Hebertbury,,31704.0,GP2308248,EUR,UIQX34381447749828,Bank Transfer
CUST01171,Phone,7.0,08-02-2023,546.38,ACCT001171,90307 Williams Trace,9828 John Fields,###INVALID###,70861.0,MD,,,46840.0,wd5368168,,YKBG45003941634240,PayPal
CUST01172,,,07 May 2023,1423.37,ACCT001172,3945 Stone Walk,26487 Kathryn Burgs Apt. 822,,###INVALID###,OR,Willieville,,52917.0,,USD,GIOW92532681581417,PayPal
CUST01173,,3.0,2024 March 06,1499.74,ACCT001173,6619 Gonzales Parkways,236 Nash Springs Apt. 993,###INVALID###,45805.0,CO,Cobbhaven,,45852.0,nn1752876,,YGSO39292751808911,Bank Transfer
CUST01174,Tablet,10.0,###INVALID###,617.25,ACCT001174,,,,,TN,Richardsonchester,,47861.0,RX3084590,empty,YUNI12610315277289,Bank Transfer
CUST01175,,1.0,2024 December 05,1477.68,,03790 Leslie Harbor,,Pitcairn Islands,6918.0,,Sandersburgh,Net 60,79249.0,FA3385279,,TGSH57799783243377,###INVALID###
CUST01176,Mouse,,N-A,1032.2,ACCT001176,70892 Nicholas Green Apt. 817,,Central African Republic,,DC,Anthonyborough,Net 60,###INVALID###,,EUR,NABR72417062549782,Bank Transfer
CUST01177,Tablet,1.0,"May 03, 2023",1288.61,ACCT001177,17713 Hughes Stravenue,,Antigua and Barbuda,46645.0,,New Nancy,,66629.0,lO0372937,INR,,
CUST01178,,9.0,25 November 2023,155.91,,7172 Rodney Centers,101 Gordon Keys,Jamaica,9906.0,,Richardside,Due on Receipt,65964.0,,,CYAH22048471911571,
CUST01179,Keyboard,,2021-02-09,,,245 Gary Lodge Apt. 536,8304 Ryan Dam,N-A,,RI,Tylerbury,Net 60,21337.0,,,,Bank Transfer
CUST01180,Tablet,6.0,"December 24, 2021",93.34,,22569 Harvey Station,1083 Matthews Lock,Sweden,97643.0,TX,###INVALID###,Due on Receipt,18510.0,###INVALID###,,UCEY79689818521288,
CUST01181,,3.0,26/08/2024,,ACCT001181,7090 Michele Crossing,862 Macias Mountains Apt. 674,Armenia,,MA,Nicholasborough,Due on Receipt,35430.0,qE4847095,USD,ZRDC57113805038898,
CUST01182,Phone,1.0,,1228.67,ACCT001182,063 Hall Greens Apt. 829,38807 Johnny Locks Suite 130,Mayotte,,,Schneiderfurt,Due on Receipt,20441.0,###INVALID###,GBP,ADGX31196820206360,
CUST01183,,8.0,05/11/2021,1265.26,ACCT001183,01848 Calderon Row Suite 060,599 Kimberly Corners Apt. 553,Mauritania,55726.0,WI,Leonview,Net 30,91792.0,,INR,OPPE13257094146405,Credit Card
CUST01184,Tablet,6.0,03-04-2023,709.02,ACCT001184,53366 Martinez Forges Suite 069,4468 Joy Land Suite 337,Djibouti,67531.0,,empty,,92005.0,,INR,,Bank Transfer
CUST01185,Phone,9.0,25-10-2023,700.95,ACCT001185,,68357 Meghan Forges Apt. 823,N-A,,WA,,Due on Receipt,,,,RNJX99636525817780,Bank Transfer
CUST01186,Laptop,1.0,2024/11/07,167.2,ACCT001186,99944 Miller Keys,,France,84441.0,###INVALID###,,Net 60,29094.0,,GBP,###INVALID###,Bank Transfer
CUST01187,Tablet,2.0,04-06-2022,1467.3,ACCT001187,,4829 Byrd Ramp Apt. 397,Bahrain,19164.0,WA,,,,Vb8137260,,XWOJ07525823953661,Bank Transfer
CUST01188,Monitor,8.0,10/09/2021,,,74572 Rogers Rapid Suite 669,N-A,Afghanistan,20243.0,,Kaylamouth,,57507.0,fG8615338,,KAZZ58080305069442,Bank Transfer
CUST01189,,1.0,###INVALID###,,,60656 Garcia Inlet Suite 914,528 Selena Pine Suite 726,Bermuda,92171.0,VA,Salazarburgh,Due on Receipt,25668.0,jA8555200,USD,BYOP29376964584029,Bank Transfer
CUST01190,Keyboard,1.0,,628.92,ACCT001190,618 Brown Shores Suite 166,7547 Carroll Manors Suite 686,Wallis and Futuna,22946.0,SD,,,99686.0,kb2256098,INR,XVMU18843416315449,Bank Transfer
CUST01191,###INVALID###,7.0,2025 March 05,463.71,###INVALID###,,9785 Amy Views Apt. 179,Jordan,52713.0,MA,North Ryanborough,Net 30,,,INR,VTFZ66886970645348,PayPal
CUST01192,Mouse,1.0,2023/07/22,,ACCT001192,329 Berry Club Suite 856,,Bosnia and Herzegovina,,,,Net 30,92721.0,,,XPME76266953401283,Credit Card
CUST01193,Laptop,,,,ACCT001193,3835 Edwards Underpass Suite 595,,,27110.0,ID,Pollardhaven,Net 60,35924.0,fT8798481,,QPVV39852535569833,
CUST01194,,,2021 April 26,,ACCT001194,7936 Young Corners,73269 Anderson Burg Apt. 405,,42190.0,LA,South Mary,Due on Receipt,13351.0,dh6307927,USD,UYHB28274945977028,Bank Transfer
CUST01195,Laptop,4.0,,825.53,ACCT001195,4755 Ashley Freeway Suite 884,980 Lawrence Rapid Apt. 482,,,,,Net 30,99311.0,HA8492799,INR,MPHQ63994355235696,
CUST01196,Keyboard,10.0,10-07-2022,837.6,ACCT001196,150 Jordan Square Apt. 939,180 Barrett Square,,9416.0,CT,,Due on Receipt,33083.0,Zq1526015,,THOY92364674996348,Credit Card
CUST01197,,,,1294.15,ACCT001197,0027 Pham Shoal,185 White Villages Suite 454,Namibia,28146.0,VT,,Net 60,99503.0,Mh1137414,GBP,QYWT74507675116244,
CUST01198,,2.0,2023/12/26,606.89,ACCT001198,377 Carr Cove,N-A,,66054.0,,,Net 60,40441.0,CZ7530339,USD,RMGY99175210760663,
CUST01199,Tablet,,18-03-2022,,ACCT001199,95903 Sean Expressway Suite 403,450 Williams Route,,,RI,Stephenside,Net 30,66959.0,fa8082380,,,Credit Card
CUST01200,Printer,8.0,"June 11, 2023",,ACCT001200,495 Ayers Circle Apt. 422,,China,,DC,Petersonburgh,N-A,###INVALID###,QI3801197,,,###INVALID###
CUST01201,,3.0,28 February 2021,540.5,,0494 Natalie Trafficway Apt. 277,,Guernsey,739.0,LA,New Cindy,Due on Receipt,86080.0,gM1256223,EUR,WVAV85999157180316,
CUST01202,Monitor,9.0,16/03/2022,580.08,,,917 John Plains,Botswana,52646.0,ND,Lake Juliefurt,Net 30,,Jq6307441,INR,YDNU48571509718359,
CUST01203,Printer,empty,###INVALID###,196.47,ACCT001203,02285 Monique Streets Suite 810,82538 Michael Prairie,Anguilla,,,Watkinsberg,Due on Receipt,24761.0,,USD,MPYF04206388877697,Bank Transfer
CUST01204,Mouse,,,,empty,5759 Jimenez Hill Suite 182,36095 Matthew Estates,,,,Cathyland,Due on Receipt,,ZL6840937,GBP,,N-A
CUST01205,Mouse,,N-A,1253.24,,,###INVALID###,,38294.0,,,Net 60,30438.0,lH9155903,,,Bank Transfer
CUST01206,,2.0,2025 May 15,972.85,,60878 Juan Turnpike Suite 454,55275 Kayla Island,,56024.0,,Jennifermouth,,###INVALID###,,empty,CSWX09029606179331,Bank Transfer
CUST01207,,,14/06/2020,,ACCT001207,490 William Islands Suite 936,14940 Jones Loop,Cambodia,,LA,New Nancyburgh,Net 30,34032.0,GC8992533,,IRWB47653328390230,
CUST01208,Mouse,3.0,16 December 2024,,ACCT001208,,826 Crystal Islands Apt. 368,Armenia,,KY,Joybury,Net 60,33108.0,,GBP,,Bank Transfer
CUST01209,Phone,10.0,N-A,1234.96,ACCT001209,,,Myanmar,56319.0,,Shellyfurt,,,WT3605087,GBP,AULF66354272639618,Credit Card
CUST01210,,,,N-A,ACCT001210,20356 Gregory Valleys,448 Fisher Ford Suite 377,Azerbaijan,86855.0,NM,Lopezbury,N-A,,BF0284007,,,Credit Card
CUST01211,,8.0,,510.36,,78025 Sharon Shore,2910 Bryan Mall Apt. 551,N-A,,NE,South Evelynfurt,,,os2627161,,WQTB60739145811010,Bank Transfer
CUST01212,Printer,,2025/01/06,847.12,ACCT001212,,,###INVALID###,96218.0,DC,###INVALID###,Due on Receipt,,Hh2993396,,###INVALID###,
CUST01213,Tablet,9.0,"August 26, 2020",522.55,ACCT001213,9044 Nicole Stravenue,###INVALID###,Cameroon,10131.0,AR,,,,,INR,YEXZ42279384578031,
CUST01214,Keyboard,5.0,,363.68,,,33147 Williams Canyon Suite 086,Vietnam,42479.0,MO,Reedfort,###INVALID###,54488.0,empty,EUR,TQVZ95904000216330,
CUST01215,Printer,2.0,25 May 2024,1119.11,,130 Huff Route,845 Zachary Circle Apt. 608,Belarus,63995.0,AR,New Janetshire,,,,,AMEE67055318710920,Credit Card
CUST01216,Printer,,2024/09/13,,ACCT001216,262 Angela Plains Apt. 123,,Estonia,,IN,empty,,37282.0,###INVALID###,USD,SFSC53127619252525,Credit Card
CUST01217,Tablet,2.0,,1439.12,ACCT001217,N-A,8543 Hood Garden,Malawi,73289.0,empty,Port Zachary,Net 60,75226.0,,INR,###INVALID###,Credit Card
CUST01218,Phone,,01/07/2024,781.9,ACCT001218,,54954 Scott Cliff Apt. 374,Canada,81013.0,CT,Jenniferburgh,Net 30,,Nz1812010,USD,SAIX68588151980340,Bank Transfer
CUST01219,Mouse,1.0,01 September 2023,113.03,,###INVALID###,,Turkey,,OK,Leeville,,,,,FZUS57538314358762,###INVALID###
CUST01220,Printer,,"September 14, 2024",1125.59,ACCT001220,,690 Hernandez Village,Norfolk Island,16160.0,,Tylerbury,Due on Receipt,,Zy7410654,INR,,Credit Card
CUST01221,N-A,5.0,"October 14, 2020",1345.0,ACCT001221,43777 Matthew Turnpike Suite 101,,,75812.0,RI,,Net 30,96136.0,,GBP,KXNM48591282811635,Bank Transfer
CUST01222,,,18/09/2024,93.56,,5884 Rhodes Dale,,San Marino,94787.0,NY,Lake Davidborough,Due on Receipt,61999.0,xS6292781,USD,DALM20090419152741,PayPal
CUST01223,,,N-A,849.35,,496 Patrick Stream,,Dominica,,,,Net 30,18951.0,iF6215832,USD,HURB67490171998472,Bank Transfer
CUST01224,N-A,,###INVALID###,699.13,ACCT001224,###INVALID###,329 Murphy Stravenue Suite 954,Saint Helena,,UT,,Due on Receipt,75364.0,cZ8185392,,RABM73054148016698,
CUST01225,Printer,,2023-11-29,,,2979 Nathan Lake,695 Brent Trafficway,Sudan,48391.0,,North Meganchester,Net 60,12230.0,QQ8191809,USD,DCMA33707657547083,Credit Card
CUST01226,###INVALID###,7.0,,196.62,,3063 Burch Via,7293 Mcdonald Ford,,20999.0,WA,,Net 60,,Io0400764,INR,CWPI53974353338487,Bank Transfer
CUST01227,Phone,6.0,"April 25, 2021",211.1,ACCT001227,24324 Gonzalez Stravenue,5144 Alex Highway,N-A,68968.0,MO,Ericton,,96466.0,Ut5349878,INR,HCAF69350469152395,Credit Card
CUST01228,Tablet,9.0,,,,5726 Kevin Mall,8602 Adams Causeway,,62660.0,NH,North Virginia,Net 30,80409.0,###INVALID###,empty,MMWM23743134841689,
CUST01229,Laptop,,,N-A,ACCT001229,38872 West Field Suite 792,,Saint Barthelemy,41059.0,FL,New Janet,N-A,,,,,Bank Transfer
CUST01230,,empty,,###INVALID###,ACCT001230,,890 Madison Lights Apt. 883,French Polynesia,,,Lake Seanville,Net 60,89338.0,WM8170447,EUR,CJJH31809378341206,Credit Card
CUST01231,,10.0,,629.26,ACCT001231,16738 Arnold Meadow Suite 126,,Peru,59768.0,,East Carlfort,Net 30,59739.0,,GBP,NVTE59570230269631,
CUST01232,Laptop,8.0,,505.44,ACCT001232,488 Kelly Hills Suite 682,5512 Tiffany Cove,Iran,91298.0,ME,###INVALID###,Net 60,20172.0,Xf4000916,INR,DDRR35909328496747,PayPal
CUST01233,,###INVALID###,,212.16,empty,###INVALID###,,Afghanistan,30282.0,,Port Michaelside,Due on Receipt,97326.0,,,OZHA25875070261128,
CUST01234,Tablet,10.0,###INVALID###,,ACCT001234,7765 Dylan Greens Suite 192,78505 Moody Passage Suite 401,,69816.0,OH,North Nicolestad,,39652.0,cB4145699,EUR,,Credit Card
CUST01235,Keyboard,6.0,,584.61,ACCT001235,9163 Lucas Ranch,1621 John Terrace Apt. 502,,65514.0,SC,,Net 60,87872.0,OC8163929,,###INVALID###,
CUST01236,Mouse,7.0,"July 02, 2023",887.45,,,26472 Simon Pass,,63576.0,,,Due on Receipt,48566.0,,GBP,,Bank Transfer
CUST01237,,,04-12-2021,380.9,ACCT001237,180 Tristan Tunnel Suite 927,1139 Jacob Union Apt. 831,Timor-Leste,,,,Due on Receipt,38965.0,BD3699509,INR,TTWB64548546975604,
CUST01238,Printer,10.0,,1091.91,ACCT001238,9416 Sutton Ford,N-A,Mayotte,57917.0,RI,Port Zoeburgh,Net 30,58600.0,gj2131039,GBP,ULSQ85767308607921,PayPal
CUST01239,###INVALID###,,16-04-2021,1127.75,,80011 Blankenship View,,,,,Scottchester,Net 30,,,,QTDD62680636041876,
CUST01240,,,2023-04-25,N-A,ACCT001240,246 Robles Square Apt. 565,,###INVALID###,22325.0,WI,,,59989.0,SD2319226,USD,BELR61015390795187,PayPal
CUST01241,Keyboard,,2020 October 19,775.3,ACCT001241,,,,68983.0,DE,,Net 60,99784.0,,INR,,Bank Transfer
CUST01242,Phone,2.0,27/03/2025,528.41,,,,Saint Helena,40230.0,TX,Andersenborough,Due on Receipt,30273.0,GB0299768,GBP,VMYV22280601832888,Credit Card
CUST01243,Keyboard,,,757.0,ACCT001243,4785 Love Canyon Apt. 742,,Nigeria,857.0,MS,,Net 60,34794.0,###INVALID###,empty,,Bank Transfer
CUST01244,Monitor,3.0,2021-08-07,,ACCT001244,,4093 Miller Cliffs,Saint Lucia,58690.0,###INVALID###,Port Candace,Due on Receipt,56883.0,,INR,FQIR79452844788391,
CUST01245,,5.0,,1390.41,,1809 Darlene Place,,Albania,72817.0,MA,Mathisborough,Due on Receipt,59328.0,,GBP,,Bank Transfer
CUST01246,Printer,,19-04-2021,156.26,ACCT001246,4509 Samuel Pine,22094 Max Knolls Suite 774,,###INVALID###,MD,Keithborough,Net 60,51378.0,,GBP,BMLL84631695422873,Credit Card
CUST01247,,8.0,N-A,333.84,###INVALID###,26754 Meza Crest Suite 878,539 Rebekah Island Suite 134,Ethiopia,,,East Michael,Net 60,###INVALID###,yH0909727,EUR,IMRZ35547420007946,Credit Card
CUST01248,,4.0,13/02/2022,485.85,ACCT001248,84486 Gonzalez Rapids,,,69574.0,,,N-A,59342.0,,,###INVALID###,Bank Transfer
CUST01249,,,09/04/2024,988.84,ACCT001249,475 Strickland Way Apt. 472,074 David Pines Suite 288,###INVALID###,,,,Net 60,,,EUR,DIJS90105986639836,
CUST01250,Laptop,,,443.65,ACCT001250,,7237 Kelly Key Apt. 515,Qatar,36530.0,UT,Lake Jacob,Due on Receipt,59394.0,xE5360237,,,
CUST01251,Printer,8.0,08 July 2022,,,,592 John Spring,Saint Pierre and Miquelon,69101.0,,Cynthiashire,,95944.0,yi4787828,INR,,Bank Transfer
CUST01252,Phone,7.0,25 June 2022,224.36,,,9577 Willis Trafficway,,,OH,West Danielbury,Net 30,90584.0,,INR,,Credit Card
CUST01253,Mouse,4.0,28-07-2023,,ACCT001253,187 Hebert Knolls Suite 368,68861 Brown Pike Suite 381,N-A,42386.0,,Lake Brittany,Net 60,25070.0,Gc0591976,GBP,OIRF18845566612224,Bank Transfer
CUST01254,Tablet,,N-A,167.38,ACCT001254,57708 Albert Groves Suite 998,97681 John Garden Suite 252,,98174.0,IN,South Jody,Due on Receipt,62367.0,,INR,###INVALID###,Bank Transfer
CUST01255,Phone,5.0,16-05-2024,1369.29,ACCT001255,0301 Ashley Isle Apt. 069,,Pakistan,33836.0,,North Stephanieland,,,,GBP,WKAF24512145175265,###INVALID###
CUST01256,Tablet,5.0,2024-07-06,284.49,ACCT001256,5082 Long Courts Apt. 647,N-A,Antigua and Barbuda,40336.0,###INVALID###,,,,Es2128876,INR,QSMI01347598652385,Bank Transfer
CUST01257,Phone,6.0,29-01-2025,,ACCT001257,316 Sean Vista Suite 749,80559 Larson Passage,Christmas Island,,,,Net 30,38301.0,empty,INR,,Bank Transfer
CUST01258,Tablet,,2021 December 16,542.3,ACCT001258,,,###INVALID###,13223.0,,,Due on Receipt,99549.0,Ff5663956,USD,FQOW11355376485252,Credit Card
CUST01259,,10.0,2022-08-24,837.03,ACCT001259,044 Paula Crescent Apt. 349,94998 Melissa Extensions Suite 595,,39452.0,AZ,North Cindy,Net 60,,Vb0668916,GBP,###INVALID###,Bank Transfer
CUST01260,Laptop,9.0,,1024.86,ACCT001260,66301 Ellis Dam Apt. 337,05495 Tyler Center Apt. 230,,50594.0,,,Net 30,82914.0,SF3170233,EUR,JIUI77854052873398,
CUST01261,Monitor,###INVALID###,,598.99,ACCT001261,,,,50501.0,,New Joshua,Net 60,,,,JLMM83943165622945,PayPal
CUST01262,Keyboard,4.0,,,ACCT001262,60021 Brown Prairie Apt. 330,,###INVALID###,70917.0,,Santosfort,###INVALID###,43523.0,Yg4839241,###INVALID###,OTIV13264601071321,Bank Transfer
CUST01263,Tablet,3.0,13 November 2021,958.11,ACCT001263,7801 Burke Plaza Suite 567,0883 Emily Fork Suite 044,Latvia,,KS,,Net 60,23469.0,,empty,PZEB78290222643230,
CUST01264,Tablet,10.0,,,ACCT001264,,4204 Mary Pines,Malta,85810.0,WI,,Net 60,58567.0,Kq9926437,USD,PFTU09923113071118,Credit Card
CUST01265,Printer,3.0,2024-07-04,595.21,ACCT001265,7392 Oneal Via Apt. 535,332 Linda Route,Costa Rica,98465.0,MS,North Wesleyfort,Net 30,96872.0,,,QQGJ90896155846475,Credit Card
CUST01266,Keyboard,###INVALID###,19/09/2023,1263.21,###INVALID###,,381 Todd Street,N-A,64200.0,TX,Katieview,Net 60,49357.0,empty,GBP,,Credit Card
CUST01267,Keyboard,,16-04-2022,559.35,ACCT001267,574 Gonzales Knoll Suite 246,5232 Lindsay Islands,Armenia,,,West Brenda,Net 30,55586.0,###INVALID###,GBP,XJHM58791649036591,Credit Card
CUST01268,,,06 January 2024,529.48,ACCT001268,,6174 Morris Light,Mozambique,27370.0,,Buckleyville,Due on Receipt,22098.0,XK1105863,,SLJX09033396181080,Credit Card
CUST01269,,2.0,,984.66,ACCT001269,0759 Hernandez Oval Apt. 140,16737 Young Freeway Suite 356,Vietnam,60844.0,AK,West Robertmouth,Net 60,32456.0,AS9020280,###INVALID###,,
CUST01270,,###INVALID###,2024 July 27,238.88,ACCT001270,45090 Heather Throughway Apt. 732,954 Butler Flat,N-A,63633.0,ME,,,91142.0,,,MDGL34291512070831,Credit Card
CUST01271,###INVALID###,10.0,2024 January 23,382.7,ACCT001271,369 Melissa Squares Apt. 777,3084 Bishop Club,El Salvador,10060.0,,Mooreberg,Due on Receipt,30835.0,,,XOBU39896527184063,Credit Card
CUST01272,Mouse,1.0,05 April 2024,,ACCT001272,###INVALID###,72799 Calhoun Spurs,Samoa,16439.0,FL,Ballardtown,Due on Receipt,52446.0,###INVALID###,INR,ZQDT55320118151929,Credit Card
CUST01273,Tablet,8.0,2023-10-28,454.35,ACCT001273,62823 Brock Valley Apt. 114,,Saint Barthelemy,,SC,Rosariofurt,Net 30,65642.0,,GBP,KBBM16782278923103,PayPal
CUST01274,,3.0,2022/08/17,393.56,ACCT001274,###INVALID###,,,,IN,,Net 30,28933.0,,,KDIE13289423564152,Bank Transfer
CUST01275,Printer,,2020 December 26,337.31,,3554 Cameron Underpass,275 Humphrey Port,Liberia,61952.0,empty,,Due on Receipt,33372.0,,GBP,QQUG57249788879608,Bank Transfer
CUST01276,,,,###INVALID###,,325 Michael Mission,6365 Barnes Well,Nicaragua,,LA,East Davidstad,,23685.0,,GBP,FLIT73970017263353,
CUST01277,Mouse,10.0,15 July 2023,131.12,ACCT001277,69322 Patricia Haven Apt. 575,0165 Foster Shore,French Polynesia,,###INVALID###,Millsfurt,Net 30,96074.0,Ut5675346,EUR,FRQB48840099732078,
CUST01278,,3.0,14/08/2020,,ACCT001278,353 Julia Manor Apt. 650,6012 Jessica Burgs Suite 143,,52431.0,,,Due on Receipt,70145.0,,,,
CUST01279,Monitor,8.0,,171.33,ACCT001279,141 Gentry Union Suite 806,59497 Dunn Extensions,Macedonia,18818.0,NJ,Port Christopher,Net 30,,,,,Bank Transfer
CUST01280,Keyboard,,,591.55,ACCT001280,6889 Emily Springs Suite 117,,United States of America,99398.0,,,,23449.0,,,KPNS60893538708456,
CUST01281,,7.0,,1325.2,,,9268 John Spring,Micronesia,41305.0,NM,,,40426.0,Hs1094937,EUR,WQKI04594615985932,
CUST01282,Phone,7.0,12/09/2021,,ACCT001282,N-A,,United States of America,85429.0,OK,Taylorchester,Net 60,43218.0,qr9189185,###INVALID###,ZRWM85097238260698,
CUST01283,Tablet,1.0,2022/06/14,,ACCT001283,369 Timothy Extension Suite 178,,Marshall Islands,90244.0,MA,Morganborough,,35016.0,,,OYVG34661233769570,###INVALID###
CUST01284,Monitor,6.0,16 June 2024,,ACCT001284,583 Cowan River,0718 Medina Pine,,59981.0,,Douglasbury,Net 30,50028.0,PQ1317461,EUR,EHWN85373956336796,N-A
CUST01285,Tablet,10.0,21 July 2020,,ACCT001285,546 William Parkway Apt. 582,58857 Rachel Branch,Morocco,4468.0,,Lake Dawn,Net 60,32124.0,Ei8528493,GBP,OGDW61188728205157,PayPal
CUST01286,Phone,10.0,19 April 2022,73.11,,06787 Deborah Vista,0817 Huerta Squares Suite 359,Greenland,,,South Madison,,75292.0,wD7869894,INR,,Bank Transfer
CUST01287,Keyboard,,12 June 2024,1368.26,ACCT001287,,312 Graham Parks,,21879.0,ND,West Ashley,,,,EUR,,
CUST01288,Laptop,,,1236.28,,N-A,17572 Hernandez Avenue Suite 142,Madagascar,,FL,,,37013.0,,,FOBB83997843848226,N-A
CUST01289,Printer,empty,,677.96,ACCT001289,9453 May Mill Apt. 424,,###INVALID###,10992.0,SC,New Paulborough,,44493.0,,GBP,UOOA89045143536441,Bank Transfer
CUST01290,,4.0,03 January 2024,742.1,,0279 Murphy Lakes Apt. 754,N-A,Zambia,89975.0,,Port Kellyfort,Net 30,,,,,
CUST01291,,,15/03/2023,1183.97,ACCT001291,5822 Jesse Stravenue,,Cayman Islands,,,,Net 30,61063.0,oh8276758,,OVYH97712858796216,
CUST01292,,5.0,,,ACCT001292,586 Berger Ridges Suite 441,099 Joan Shores,Jersey,38749.0,###INVALID###,,Net 60,40379.0,MP7692887,,,Credit Card
CUST01293,Tablet,6.0,,578.67,ACCT001293,98681 Miller Meadow Suite 576,96296 Rachel Villages Suite 459,Serbia,,,Kellymouth,Due on Receipt,13512.0,or7245130,EUR,YQSO16296532852465,
CUST01294,Tablet,###INVALID###,"November 23, 2020",1063.07,ACCT001294,786 Levy Pass Apt. 540,70620 Danielle Canyon,Saint Martin,,,Anaborough,Net 30,47439.0,,GBP,JXVL54970202937301,PayPal
