customer_id,first_name,last_name,email,phone,address,city,state_or_region,postal_code,country,country_id,crm_id,erp_id,loyalty_status,preferred_language,account_manager,last_purchase_date,total_spent
CUST0124,Matti,Mäkinen,matti.mäkinen@hotmail.com,+358 17743629,9345 Davies loop,Oulu,North Ostrobothnia,5768,Finland,FI,SF-5334,SAP-6738,Gold,Finnish,Charlene Singh,2024-09-15,12677.83
CUST0125,Patricia,Jones,patricia.jones@hotmail.com,+1 74001930,4557 Gerard rapid,Denver,CO,32567,United States,US,SF-6663,SAP-2664,Platinum,Swedish,Edward Webb-O'Sullivan,2024-02-20,247.37
CUST0126,Mila,Bos,mila.bos@hotmail.com,+31 72928824,2225 Wilson coves,The Hague,South Holland,9559PY,Netherlands,NL,SF-7508,SAP-1343,Gold,French,Ashleigh Owen,2025-06-06,19616.87
CUST0127,Noah,Weber,noah.weber@yahoo.com,+49 4199119601,1506 Allen valley,Cologne,North Rhine-Westphalia,21405,Germany,DE,SF-2552,SAP-9262,Gold,Spanish,Heather Simpson,2025-07-19,17539.91
CUST0128,Daniel,Ryan,daniel.ryan@hotmail.com,+353 1914426506,348 Tina shoals,Galway,County Galway,FK0E 4PQ,Ireland,IE,SF-5293,SAP-6830,Platinum,Swedish,George Taylor,2025-01-04,15800.59
CUST0129,Leon,Müller,leon.müller@outlook.com,+49 7877531825,1690 Rees streets,Dresden,Saxony,33951,Germany,DE,SF-1855,SAP-2943,Platinum,Spanish,Mr Jordan Morris,2024-04-07,12383.51
CUST0130,Jennifer,Williams,jennifer.williams@hotmail.com,+1 65147847,3870 Burton junctions,Seattle,WA,50277,United States,US,SF-2864,SAP-3753,Platinum,German,Jeffrey Webster,2024-06-30,3830.07
CUST0131,Julia,Meijer,julia.meijer@hotmail.com,+31 1502471414,9107 Lee drives,Rotterdam,South Holland,6306PQ,Netherlands,NL,SF-8822,SAP-4482,Bronze,Norwegian,Dylan Parker,2023-12-25,14985.64
CUST0132,Harry,Brown,harry.brown@gmail.com,+44 1394127434,64 Williams manors,London,Greater London,PL76 3WE,United Kingdom,UK,SF-7991,SAP-7445,Platinum,Icelandic,Alexandra Griffiths,2025-04-01,10884.17
CUST0133,Elin,Svensson,elin.svensson@hotmail.com,+46 3185024779,4919 Hill inlet,Gothenburg,Västra Götaland,423 32,Sweden,SE,SF-9236,SAP-7139,Platinum,Finnish,Jamie Byrne,2025-01-30,16563.9
CUST0134,George,Smith,george.smith@yahoo.com,+44 4981622291,605 Thomas ford,Edinburgh,City of Edinburgh,DN2 4PE,United Kingdom,UK,SF-4289,SAP-5405,Bronze,English,Frederick Morris,2024-03-07,8869.1
CUST0135,Lars,Nilsson,lars.nilsson@outlook.com,+999999999999999,3109 Jessica place,Malmö,Skåne County,375 89,Sweden,SE,SF-1237,SAP-9626,Bronze,Icelandic,Ms Lynda Doherty,2025-03-24,12640.11
CUST0136,Lars,Hansen,lars.hansen@yahoo.com,+47 97235755,6452 Hammond wall,Bergen,Vestland,2711,Norway,NO,SF-5289,SAP-2625,Platinum,Italian,Mrs Marion Brown,2025-10-07,11058.37
CUST0137,Hannah,Müller,hannah.müller@outlook.com,+49 69315068,251 Terry ports,Dresden,Saxony,31553,Germany,DE,SF-7259,SAP-6613,Bronze,Swedish,Jemma Ahmed,2025-03-03,1177.33
CUST0138,Zoé,Thomas,zoé.thomas@hotmail.com,+33 190068688,9687 Harris lodge,Toulouse,Occitanie,26151,France,FR,SF-1371,SAP-3133,Silver,Italian,Ben Thompson,2025-02-14,18740.25
CUST0139,Robert,Davis,robert.davis@gmail.com,+1 614282605,7335 Lee lake,Austin,TX,31318,United States,US,SF-7246,SAP-2211,Silver,Spanish,Charlie Watts,2024-04-28,7605.34
CUST0140,Lars,Olsson,lars.olsson@outlook.com,+46 67938642,7694 Fox pine,Stockholm,Stockholm County,751 74,Sweden,SE,SF-8271,SAP-5852,Silver,Danish,Joe Taylor,2025-05-24,16118.77
CUST0141,Isla,Williams,isla.williams@outlook.com,+44 60989466,7060 Morton tunnel,Birmingham,West Midlands,E81 5QF,United Kingdom,UK,SF-7733,SAP-6606,Silver,Icelandic,Lee Lane,2024-03-24,16440.15
CUST0142,Mikko,Mäkinen,mikko.mäkinen@hotmail.com,+358 8008951819,8780 Mandy drives,Helsinki,Uusimaa,5045,Finland,FI,SF-5150,SAP-2297,Gold,French,Mr Craig Watson,2025-02-21,16742.83
CUST0143,Patricia,Johnson,patricia.johnson@gmail.com,+1 894830636,1200 Hall port,Miami,FL,99092,United States,US,SF-6864,SAP-5028,Silver,German,Dr Maurice Bennett,2025-01-03,15650.7
CUST0144,Gabriel,Thomas,gabriel.thomas@hotmail.com,+33 314631995,6111 Taylor road,Bordeaux,Nouvelle-Aquitaine,57716,France,FR,SF-7778,SAP-3722,Gold,Norwegian,Sharon Williams,2024-10-21,4596.86
CUST0145,Ingrid,Johansen,ingrid.johansen@gmail.com,+47 4368501364,8221 Mistry underpass,Bergen,Vestland,9994,Norway,NO,SF-8105,SAP-4945,Gold,French,Bryan George-O'Sullivan,2024-06-20,18991.26
CUST0146,John,Johnson,john.johnson@hotmail.com,+1 3146661961,4655 Price centers,Chicago,IL,66170,United States,US,SF-6569,SAP-2462,Silver,Finnish,Dawn Hamilton,2025-08-24,6824.62
CUST0147,Ola,Hansen,ola.hansen@hotmail.com,+47 5027591975,8742 Geraldine squares,Oslo,Oslo,9009,Norway,NO,SF-6665,SAP-2009,Silver,Spanish,Lorraine Hall,2024-12-26,10423.42
CUST0148,Lena,Meyer,lena.meyer@gmail.com,+49 643764211,6886 Barbara valleys,Berlin,Berlin,79262,Germany,DE,SF-9553,SAP-7269,Platinum,Icelandic,Gail Kay-Butler,2024-11-15,10549.55
CUST0149,Leon,Müller,leon.müller@yahoo.com,+49 2571915874,8326 Benjamin mission,Munich,Bavaria,89296,Germany,DE,SF-2419,SAP-2744,Silver,German,Ronald Robinson,2023-12-27,10509.98
CUST0150,Linda,Brown,linda.brown@gmail.com,+1 478527582,2855 Simon gateway,Chicago,IL,31883,United States,US,SF-6673,SAP-9982,Bronze,Danish,Dr Beverley Barry,2025-02-07,7289.77
CUST0151,Olivia,Evans,olivia.evans@outlook.com,+44 117328809,9916 Julie landing,Birmingham,West Midlands,IP6 9BP,United Kingdom,UK,SF-1713,SAP-7841,Silver,Finnish,Roger Green,2025-04-01,14511.83
CUST0152,Liam,Wilson,liam.wilson@yahoo.com,+1 293794575,4489 Abbott stream,Ottawa,ON,K0M 5K0,Canada,CA,SF-3080,SAP-9893,Silver,Norwegian,Ms Zoe Reeves,2025-03-21,18623.09
CUST0153,Leon,Fischer,leon.fischer@yahoo.com,+49 4499525219,2146 Bruce inlet,Stuttgart,Baden-Württemberg,80631,Germany,DE,SF-6647,SAP-6596,Silver,English,Dr Gary Wright,2025-10-20,11902.18
CUST0154,Leon,Becker,leon.becker@yahoo.com,+49 10482541,9524 Lisa ridges,Cologne,North Rhine-Westphalia,41405,Germany,DE,SF-1236,SAP-1334,Platinum,Finnish,Sian James,2025-07-15,17515.84
CUST0155,James,Smith,james.smith@yahoo.com,+1 238210410,8142 Vanessa squares,San Francisco,CA,29197,United States,US,SF-3649,SAP-7249,Gold,German,Mrs Josephine Davies,2024-11-20,9524.87
CUST0156,Jack,Brown,jack.brown@gmail.com,+44 484090628,2771 Brown inlet,Manchester,Greater Manchester,L57 3FF,United Kingdom,UK,SF-1138,SAP-3464,Bronze,French,Sean Watts,2024-01-09,10437.33
CUST0157,Francesco,Esposito,francesco.esposito@outlook.com,+39 69435235,2347 Keith ramp,Florence,Tuscany,36291,Italy,IT,SF-5645,SAP-5503,Silver,French,Mr Joel Patel,2024-02-26,3326.52
CUST0158,Robert,Brown,robert.brown@gmail.com,+1 89865141,4968 Hazel trail,Chicago,IL,38703,United States,US,SF-7402,SAP-1311,Gold,Norwegian,Jennifer Atkinson-Thomas,2024-07-31,19001.75
CUST0159,Daniel,Murphy,daniel.murphy@gmail.com,+353 522509063,8263 Louise ridge,Galway,County Galway,SY7 8JN,Ireland,IE,SF-7296,SAP-6318,Silver,German,Dr Lewis Chan,2025-01-08,5722.43
CUST0160,James,Smith,james.smith@gmail.com,+353 400683737,2788 Clayton forest,Galway,County Galway,TR4 4ZL,Ireland,IE,SF-3575,SAP-3353,Silver,Norwegian,Dr Tony Hill,2024-02-25,15462.9
CUST0161,Daniel,Torres,daniel.torres@yahoo.com,+34 87663435,2419 Rachael dam,Malaga,Andalusia,46851,Spain,ES,SF-4000,SAP-9223,Gold,English,Miss Margaret Hart,2025-08-31,10924.75
CUST0162,Hannah,Meyer,hannah.meyer@outlook.com,+49 8109491714,3423 Naylor cove,Frankfurt,Hesse,36649,Germany,DE,SF-9397,SAP-8942,Bronze,German,Mrs Jean Short,2024-02-24,3074.07
CUST0163,Charlotte,Roy,charlotte.roy@gmail.com,+1 6546200415,4881 Patterson passage,Toronto,ON,K4X 7A9,Canada,CA,SF-3177,SAP-6765,Silver,Spanish,Charlie Green,2025-09-29,7690.64
CUST0164,Linda,Williams,linda.williams@gmail.com,+1 48388077,3428 Barbara keys,Denver,CO,38666,United States,US,SF-8267,SAP-5894,Bronze,Danish,Gavin Manning,2024-11-15,7631.67
CUST0165,Lucas,Martin,lucas.martin@yahoo.com,+33 525776926,79 Smith common,Paris,Île-de-France,29487,France,FR,SF-2923,SAP-6857,Platinum,Italian,Jade Day,2025-10-14,11653.43
CUST0166,James,Johnson,james.johnson@yahoo.com,+1 201031542,9083 Francesca isle,Miami,FL,57083,United States,US,SF-7078,SAP-1449,Silver,Swedish,Mr Brian Thomas,2025-10-04,16824.82
CUST0167,John,Smith,john.smith@gmail.com,+1 506730484,8029 Booth dam,San Francisco,CA,51245,United States,US,SF-4099,SAP-3850,Platinum,Swedish,Dr Francis Richards,2025-09-25,17055.28
CUST0168,Lars,Svensson,larssvensson@,+46 1162222571,9565 Jack glens,Gothenburg,Västra Götaland,547 69,Sweden,SE,SF-7956,SAP-8631,Gold,Icelandic,Keith Parry,2025-05-09,1809.85
CUST0169,Linda,Davis,linda.davis@outlook.com,+1 61221643,4389 Griffiths heights,San Francisco,CA,23257,United States,US,SF-7739,SAP-4209,Platinum,Danish,Derek Blake,2024-04-25,9265.19
CUST0170,Sofía,López,sofía.lópez@gmail.com,+34 985486768,9227 Dawson road,Madrid,Community of Madrid,10231,Spain,ES,SF-9573,SAP-7551,Platinum,Icelandic,Charlotte Griffiths,2025-09-25,12030.22
CUST0171,Ben,Wagner,ben.wagner@gmail.com,+49 740965026,4540 Anderson brook,Dresden,Saxony,52966,Germany,DE,SF-3341,SAP-3565,Silver,Swedish,Mr Steven Harris,2023-10-24,17893.0
CUST0172,Linda,Miller,linda.miller@outlook.com,+1 75240270,6537 Smith mall,Boston,MA,58484,United States,US,SF-1311,SAP-2635,Platinum,English,Brett King,2024-12-02,8415.66
CUST0173,Daan,Bos,daan.bos@yahoo.com,+31 3134473611,3236 Townsend pine,Eindhoven,North Brabant,5684YT,Netherlands,NL,SF-6655,SAP-3558,Platinum,French,Tina Fitzgerald,2024-11-20,6733.92
CUST0174,Emma,Dubois,emma.dubois@gmail.com,+33 97346009,6748 Janet well,Nice,Provence-Alpes-Côte d'Azur,68002,France,FR,SF-9164,SAP-3595,Bronze,Danish,Gemma Woods,2024-08-07,7265.22
CUST0175,Karl,Andersson,karl.andersson@outlook.com,+46 7252375745,4499 Morris knolls,Uppsala,Uppsala County,944 58,Sweden,SE,SF-4531,SAP-3871,Bronze,English,Mr Kyle Smith,2025-03-16,3983.22
CUST0176,Emma,Schmidt,emma.schmidt@yahoo.com,+49 21323947,793 Kimberley street,Munich,Bavaria,28134,Germany,DE,SF-4642,SAP-4272,Platinum,Danish,Dr Joseph Thomas,2024-12-20,5512.23
CUST0177,Louis,Petit,louis.petit@yahoo.com,+33 5254581847,5503 Taylor spur,Paris,Île-de-France,53985,France,FR,SF-9983,SAP-9704,Bronze,Icelandic,Dr Geraldine Jones,2024-03-12,3140.51
CUST0178,Henrik,Johansen,henrik.johansen@yahoo.com,+47 38228947,8613 Philip stravenue,Oslo,Oslo,5317,Norway,NO,SF-9941,SAP-8132,Platinum,Spanish,Dr Jack Harris,2023-11-26,2232.87
CUST0179,Sofia,Costa,sofia.costa@hotmail.com,+39 736930522,1922 Luke island,Naples,Campania,34136,Italy,IT,SF-8061,SAP-8314,Platinum,Italian,Douglas Matthews-Sharp,2024-10-24,10848.05
CUST0180,James,Davis,james.davis@outlook.com,+1 321007430,51 Sims rue,Chicago,IL,61190,United States,US,SF-8166,SAP-9251,Silver,French,Gareth Evans,2025-06-20,11541.85
CUST0181,Jennifer,Smith,jennifer.smith@yahoo.com,+1 740024800,8747 Abbie isle,Boston,MA,33081,United States,US,SF-9487,SAP-2479,Gold,Italian,Benjamin Roberts-Williams,2024-08-28,512.0
CUST0182,Patricia,Miller,patricia.miller@gmail.com,+1 5389324503,1079 Lawrence lights,Austin,TX,39936,United States,US,SF-9221,SAP-5901,Silver,Italian,Lucy Hughes,2024-11-12,4632.88
CUST0183,James,Byrne,james.byrne@gmail.com,+353 52216437,2580 Bennett path,Dublin,County Dublin,TR1 1SZ,Ireland,IE,SF-4993,SAP-8540,Silver,Danish,Ms Teresa Harris,2024-01-10,18127.57
CUST0184,Louis,Petit,louis.petit@yahoo.com,+33 5254581847,5503 Taylor spur,Paris,Île-de-France,53985,France,FR,SF-9433,SAP-7749,Gold,French,Carl Williams-Edwards,2024-02-29,9280.33
CUST0185,Sophie,Bos,sophie.bos@yahoo.com,+31 618724618,8134 Parsons canyon,Eindhoven,North Brabant,9200MO,Netherlands,NL,SF-1248,SAP-6901,Silver,Icelandic,Miss Cheryl Turner,2024-05-23,18323.44
CUST0186,John,Davis,john.davis@gmail.com,+1 36972973,9538 Keith skyway,San Francisco,CA,59037,United States,US,SF-8905,SAP-7179,Platinum,Swedish,Dr Justin Lewis,2025-05-27,12528.87
CUST0187,Isla,Davies,isla.davies@hotmail.com,+44 83460330,863 Robert divide,London,Greater London,W0C 3QQ,United Kingdom,UK,SF-5544,SAP-2000,Silver,Italian,Ruth Higgins,2024-02-19,14138.71
CUST0188,Ben,Meyer,ben.meyer@hotmail.com,+49 76451370,597 Wells landing,Berlin,Berlin,89553,Germany,DE,SF-7723,SAP-5764,Bronze,Icelandic,Lisa Allen,2024-12-07,15848.63
CUST0189,Mary,Williams,mary.williams@hotmail.com,+1 431799950,3851 Simmons run,Miami,FL,61918,United States,US,SF-2959,SAP-2149,Bronze,English,Harry Hunt-Payne,2024-03-15,19931.41
CUST0190,Aino,Mäkinen,aino mäkinen@yahoo.com,+358 6931273977,8920 Weston points,Tampere,Pirkanmaa,1586,Finland,FI,SF-7606,SAP-8687,Gold,German,Wayne Russell,2025-04-21,2183.12
CUST0191,Patricia,Smith,patricia.smith@gmail.com,+1 5254776476,1575 Stevens ridge,Austin,TX,68730,United States,US,SF-9214,SAP-7535,Silver,Icelandic,Denis Bell-Hughes,2024-01-26,7561.82
CUST0192,Benjamin,Roy,benjamin.roy@outlook.com,+1 1527511362,5962 Liam mission,Vancouver,BC,R8P 1L8,Canada,CA,SF-8557,SAP-1668,Silver,English,Ross Turner,2025-07-13,9958.55
CUST0193,Chiara,Russo,chiara.russo@outlook.com,+39 40949426,2917 King station,Naples,Campania,60235,Italy,IT,SF-5737,SAP-7266,Gold,Danish,Henry Freeman,2025-09-14,19654.64
CUST0194,Jules,Petit,jules.petit@yahoo.com,+33 479058853,5510 Barton station,Bordeaux,Nouvelle-Aquitaine,98564,France,FR,SF-7610,SAP-4058,Silver,Finnish,Ms Paula Bond,2024-01-25,3045.8
CUST0195,Charlotte,Roy,charlotte.roy@hotmail.com,++44 123456,8000 Bradley freeway,Edmonton,AB,K9G 7X1,Canada,CA,SF-1175,SAP-9079,Silver,English,Dr James Evans,2025-01-09,16994.32
CUST0196,Emma,Bakker,emma.bakker@gmail.com,+31 12657865,2077 Jones plaza,The Hague,South Holland,8126ZQ,Netherlands,NL,SF-1908,SAP-9926,Bronze,English,Stewart Young,2023-12-13,12796.83
CUST0197,Chloé,Richard,chloé.richard@hotmail.com,+33 8431124435,7017 Matthews stravenue,Bordeaux,Nouvelle-Aquitaine,69466,France,FR,SF-9187,SAP-8769,Bronze,Icelandic,Dr Marian Ali,2024-09-05,14300.06
CUST0198,Sophie,Meijer,sophie.meijer@yahoo.com,+31 186768588,8277 Malcolm island,Eindhoven,North Brabant,6789VW,Netherlands,NL,SF-5328,SAP-8018,Silver,Italian,Mr Eric Hall,2024-11-27,2160.76
CUST0199,Harry,Jones,harry.jones@outlook.com,+44 23800798,1402 Clarke village,Glasgow,Glasgow City,G2G 1WF,United Kingdom,UK,SF-9343,SAP-5728,Bronze,Danish,Jake Wade-Hudson,2024-04-15,6235.07
CUST0200,Sofia,Esposito,sofia.esposito@yahoo.com,+39 1875487928,8788 May path,Rome,Lazio,74809,Italy,IT,SF-6178,SAP-4887,Platinum,Italian,Simon Smith-Woods,2024-12-23,5185.82
CUST0201,Emma,Meyer,emma.meyer@yahoo.com,+49 1782684794,1207 Harvey hollow,Frankfurt,Hesse,24599,Germany,DE,SF-4841,SAP-6199,Gold,Spanish,Brenda Green-Hart,2025-01-24,17051.43
CUST0202,Michael,Smith,michael.smith@outlook.com,+1 4427588321,8235 Ronald shoals,Miami,FL,65070,United States,US,SF-8473,SAP-4772,Bronze,German,Sylvia Haynes-Bennett,2023-11-23,8680.09
CUST0203,Noah,Roy,noah.roy@gmail.com,+1 77639969,8643 Jonathan cape,Ottawa,ON,K6S 6Y0,Canada,CA,SF-8972,SAP-7327,Platinum,French,Dr Victor Kelly,2025-01-09,14264.41
CUST0204,Daniel,Romero,daniel.romero@outlook.com,+34 7996583730,2641 Richards burgs,Barcelona,Catalonia,93476,Spain,ES,SF-6802,SAP-1859,Platinum,Icelandic,Aimee Kaur,2025-03-04,11445.35
CUST0205,Sara,Solberg,sara.solberg@hotmail.com,+47 54429481,5620 Jones valley,Stavanger,Rogaland,5800,Norway,NO,SF-2808,SAP-7486,Gold,English,Dr Kieran Price,2025-04-09,10609.08
CUST0206,Jack,Taylor,jack.taylor@yahoo.com,+44 7840992614,4191 Charles mill,Birmingham,West Midlands,LS73 9FP,United Kingdom,UK,SF-2942,SAP-2361,Gold,German,Miss Debra Simpson,2024-02-01,16823.89
CUST0207,Henrik,Johansen,henrik.johansen@outlook.com,,5408 Lewis coves,Oslo,Oslo,5607,Norway,NO,SF-4587,SAP-2806,Gold,Spanish,Alice Hall,2024-05-17,19668.03
CUST0208,Sophie,Visser,sophie.visser@yahoo.com,00447123,2088 Smith court,Rotterdam,South Holland,1672NY,Netherlands,NL,SF-8097,SAP-3632,Bronze,Finnish,Jacob Harding,2025-08-24,5446.34
CUST0209,Chiara,Rossi,chiara.rossi@hotmail.com,12345,5551 Smith way,Florence,Tuscany,83084,Italy,IT,SF-3242,SAP-8476,Platinum,German,Ben McDonald,2025-05-05,8496.94
CUST0210,Charlotte,Roy,charlotte.roy@outlook.com,+1 51878332,973 Barrett estate,Halifax,NS,J1V 9L7,Canada,CA,SF-8657,SAP-5691,Gold,Swedish,Molly Jones,2025-09-04,5840.58
CUST0211,Hugo,García,hugo.garcía@gmail.com,+34 2565540448,1706 Stephenson course,Valencia,Valencian Community,69893,Spain,ES,SF-7333,SAP-9138,Gold,Italian,Tina Murphy,2024-04-26,16339.13
CUST0212,Chloé,Durand,chloé.durand@outlook.com,+33 3474452850,957 Carole knoll,Marseille,Provence-Alpes-Côte d'Azur,19636,France,FR,SF-8822,SAP-4056,Gold,Finnish,Peter White,2025-01-29,7675.87
CUST0213,Emily,Ryan,emily.ryan@hotmail.com,+353 115090041,3852 Hussain branch,Dublin,County Dublin,S2 5RQ,Ireland,IE,SF-9955,SAP-7943,Gold,Swedish,Marc Bentley,2025-01-01,2676.09
CUST0214,Valeria,Martínez,valeria.martínez@outlook.com,+34 3590857849,4971 Linda plaza,Seville,Andalusia,63709,Spain,ES,SF-6199,SAP-4895,Bronze,Swedish,Alan Cooper-Price,2024-12-23,16970.09
CUST0215,Mary,Miller,mary.miller@gmail.com,+1 861823572,1632 Mason road,Austin,TX,28730,United States,US,SF-4946,SAP-7385,Bronze,Danish,Mr Philip Simpson,2024-08-23,1551.77
CUST0216,Linda,Davis,linda.davis@outlook.com,00447123,3619 James junction,Austin,TX,53883,United States,US,SF-6328,SAP-3365,Platinum,Italian,Shannon Mitchell,2024-03-25,18163.66
CUST0217,Sean,Ryan,sean.ryan@yahoo.com,+353 74715444,9071 Knight cape,Galway,County Galway,G5 8TF,Ireland,IE,SF-1219,SAP-4422,Gold,Icelandic,Molly Davidson-Begum,2024-06-26,7966.86
CUST0218,Leon,Becker,leon.becker@yahoo.com,+49 10482541,9524 Lisa ridges,Cologne,North Rhine-Westphalia,41405,Germany,DE,SF-4655,SAP-4834,Bronze,Swedish,Miss Naomi Holt,2025-07-27,16126.47
CUST0219,Charlotte,Thompson,charlotte.thompson@gmail.com,+1 8957880416,1055 Walters hills,Vancouver,BC,X3S 0R5,Canada,CA,SF-3073,SAP-6317,Bronze,Spanish,Julie Chan,2025-03-29,16917.29
CUST0220,Lucas,González,lucas.gonzález@yahoo.com,+34 8672504804,435 Helen prairie,Seville,Andalusia,63507,Spain,ES,SF-2571,SAP-8976,Bronze,Finnish,Leigh Johnson-Anderson,2024-05-16,12095.87
CUST0221,James,Brown,james.brown@yahoo.com,+1 7241514533,3971 Lee prairie,Miami,FL,60379,United States,US,SF-1232,SAP-5427,Bronze,Icelandic,Chloe Barry,2025-05-05,5967.92
CUST0222,Mila,de Vries,mila.de vries@yahoo.com,+31 342745167,5693 Kennedy springs,Eindhoven,North Brabant,4733JQ,Netherlands,NL,SF-9795,SAP-9469,Platinum,English,Andrew Allen,2025-04-19,14875.32
CUST0223,James,Smith,james.smith@gmail.com,+353 400683737,2788 Clayton forest,Galway,County Galway,TR4 4ZL,Ireland,IE,SF-3756,SAP-1393,Silver,Spanish,Sally Fletcher,2024-09-07,3263.21
CUST0224,Mary,Smith,mary.smith@outlook.com,+1 57776607,4071 Victoria parkway,Chicago,IL,52882,United States,US,SF-3475,SAP-3558,Bronze,English,Dr Robert Cole,2024-11-28,2254.21
CUST0225,Lukas,Becker,lukas.becker@yahoo.com,+49 754691029,485 Chelsea islands,Cologne,North Rhine-Westphalia,61081,Germany,DE,SF-6478,SAP-7755,Platinum,Icelandic,Dr Marcus Patel,2024-03-05,17124.87
CUST0226,Emma,Schmidt,emma.schmidt@gmail.com,+49 6690955307,2937 Walker junctions,Hamburg,Hamburg,79340,Germany,DE,SF-7991,SAP-9019,Silver,French,Stacey Davies,2025-08-26,11280.49
CUST0227,Olivia,Smith,olivia.smith@outlook.com,+44 444199149,5640 Elaine curve,Leeds,West Yorkshire,DD9A 4ZN,United Kingdom,UK,SF-6412,SAP-1670,Platinum,Swedish,Bradley Doherty,2024-04-14,15450.53
CUST0228,Robert,Smith,robert.smith@hotmail.com,+1 1351344147,3293 Vaughan squares,Austin,TX,45024,United States,US,SF-3686,SAP-6237,Silver,English,Leigh Cole,2024-06-25,12740.72
CUST0229,Isla,Davies,isla.davies@yahoo.com,+44 3554425738,3428 Stone underpass,London,Greater London,FY4B 6QF,United Kingdom,UK,SF-3169,SAP-1108,Bronze,Finnish,Michael Hussain-Edwards,2024-07-18,14788.64
CUST0230,Giorgio,Costa,giorgio.costa@outlook.com,+39 6771322975,6546 Lynch summit,Bologna,Emilia-Romagna,16433,Italy,IT,SF-5508,SAP-1793,Silver,French,Bethany Howell,2024-12-14,14054.27
CUST0231,Isla,Davies,isla.davies@hotmail.com,+44 64215106,7515 Begum square,London,Greater London,CR1 3BW,United Kingdom,UK,SF-7768,SAP-3626,Silver,Danish,Stanley Barnes,2024-01-08,12180.5
CUST0232,Leon,Meyer,leon.meyer@hotmail.com,+49 1202112629,9222 Sheppard mountains,Dresden,Saxony,79286,Germany,DE,SF-7341,SAP-1249,Gold,English,Maurice Welch,2023-10-27,4421.86
CUST0233,Jack,Taylor,jack.taylor@gmail.com,+44 21761128,6239 Jane shoal,Birmingham,West Midlands,LS34 4BD,United Kingdom,UK,SF-3401,SAP-4393,Silver,Swedish,Mr Vincent Hicks,2025-08-13,18054.59
CUST0234,Lena,Becker,lena.becker@yahoo.com,+49 882528308,1776 Clive mall,Stuttgart,Baden-Württemberg,41416,Germany,DE,SF-3952,SAP-6967,Platinum,German,Ms Karen Turner,2024-08-26,10315.86
CUST0235,Mia,Weber,mia.weber@hotmail.com,+49 38789763,6012 Birch summit,Hamburg,Hamburg,77060,Germany,DE,SF-8771,SAP-2537,Bronze,French,Miss Karen Bailey,2025-01-06,4291.79
CUST0236,Mateo,González,mateo.gonzález@outlook.com,+34 18516140,9143 Albert haven,Seville,Andalusia,21230,Spain,ES,SF-6715,SAP-1163,Platinum,Swedish,Sian Dunn,2024-11-09,19561.8
CUST0237,Lena,Meyer,lena.meyer@yahoo.com,+49 7632788790,1382 Leanne mountain,Munich,Bavaria,57600,Germany,DE,SF-5940,SAP-7238,Bronze,French,Lewis Law-Butcher,2025-05-12,17468.13
CUST0238,Charlotte,Anderson,charlotte.anderson@outlook.com,+1 82960417,3321 Brooks stravenue,Calgary,AB,G1C 2C8,Canada,CA,SF-1258,SAP-9935,Silver,Swedish,Thomas Pratt,2025-06-28,10783.8
CUST0239,Linda,Davis,linda.davis@gmail.com,+1 15461151,8623 Swift throughway,San Francisco,CA,20599,United States,US,SF-2818,SAP-7759,Bronze,German,Nicholas Morrison,2025-03-02,13901.65
CUST0240,Julia,Bos,julia.bos@outlook.com,,1338 Mason passage,Eindhoven,North Brabant,8946RZ,Netherlands,NL,SF-2234,SAP-3508,Silver,French,Tracey Matthews,2024-01-05,12326.58
CUST0241,William,Martin,william.martin@gmail.com,+1 168962488,3555 Bradley neck,Edmonton,AB,H6S 4K7,Canada,CA,SF-5768,SAP-2799,Bronze,English,Catherine Bailey,2024-08-15,1941.82
CUST0242,Amelia,Evans,amelia.evans@yahoo.com,+44 87508168,6615 Katie terrace,Edinburgh,City of Edinburgh,HP4 4QJ,United Kingdom,UK,SF-7160,SAP-3167,Silver,Norwegian,Brett Iqbal,2024-06-17,17154.79
CUST0243,Daniel,Romero,daniel.romero@outlook.com,+34 5255246355,9786 Carol spur,Bilbao,Basque Country,55095,Spain,ES,SF-9200,SAP-8206,Gold,Swedish,Lindsey Moran,2025-04-11,8449.84
CUST0244,Amelia,Murphy,amelia.murphy@gmail.com,+1 96407768,7289 Ruth hill,Ottawa,ON,H0C 9M9,Canada,CA,SF-3620,SAP-4566,Silver,English,Cheryl Quinn,2024-02-03,9095.87
CUST0245,William,Wilson,william.wilson@outlook.com,+1 7792770530,2874 Gould summit,Halifax,NS,M1K 9V7,Canada,CA,SF-1080,SAP-2475,Bronze,German,Joanna Sanderson-Parry,2024-10-22,14545.86
CUST0246,Ben,Becker,ben.becker@yahoo.com,+49 51104028,6047 Louis springs,Frankfurt,Hesse,93034,Germany,DE,SF-5376,SAP-7637,Bronze,French,Mr Marcus Williams,2025-04-21,7476.5
CUST0247,Valeria,Martínez,valeria.martínez@outlook.com,+34 5949448099,6139 Ferguson port,Seville,Andalusia,33774,Spain,ES,SF-4247,SAP-2147,Silver,Finnish,Robert Norton,2025-09-23,6902.19
CUST0248,Hannah,Schneider,hannah.schneider@gmail.com,+49 832715806,6655 Marion plain,Hamburg,Hamburg,12284,Germany,DE,SF-2306,SAP-4343,Gold,Spanish,Jake Mills,2024-11-30,9778.06
CUST0249,Lukas,Müller,lukas.müller@gmail.com,+49 15227955,8788 Clark ford,Berlin,Berlin,52745,Germany,DE,SF-2982,SAP-9016,Bronze,Icelandic,Dr Joanne Sutton,2024-10-03,8121.29
